,tweetcreatedts,text,language,username
29,2022-01-06 00:35:04+00:00,"@nytimes So while US policy is seemingly focused on Russia's Ukraine ambitions, Russia destabilized Kazakhstan and slipped in the back door. Not unlike the stuff America pulls btw.",en,69CryptoCuck69
30,2022-01-06 00:19:19+00:00,@nytimes Russia: „let postpone Ukraine for now. Kasakstan with oil is better!“,en,knja
31,2022-01-06 00:18:48+00:00,"@nytimes So basically, Putin having being  effectively shut down by Biden on Ukraine is now working on Kazakhstan. Who thought that devious monster was not good at playing chess?",en,Nulli_Secunda_3
32,2022-01-06 00:17:35+00:00,@nytimes Uh Oh... Sounds like Putin's got bigger problems than invading the Ukraine. How lucky and convenient for the West... Little backyard present from the CIA?,en,abysmal_squid
33,2022-01-06 00:17:08+00:00,@nytimes how many countries does Russia have to invade until NATO stops them?,en,Zahid6663
34,2022-01-06 00:08:15+00:00,@nytimes This is the time for Belarus to kick off too. All Putin's forces are parked on the border with Ukraine.,en,PeteTheRef
35,2022-01-06 00:03:01+00:00,@nytimes Ask Russia for Gas not peace killing ! You need gas And they got plenty !,en,vaccinesSaveUsa
0,2022-01-07 23:20:27+00:00,@nytimes Here’s another: Russia collision 😂,en,logicmoderate
1,2022-01-07 23:00:07+00:00,@nytimes The former guy loser of the election by the most votes ever would pardon them an make them ambassadors to Russia,en,WPerry80877766
2,2022-01-07 20:27:18+00:00,@nytimes I wonder! Is it coincident or timely involvement to alleviate the Russian troop buildup and focus on Ukraine?,en,AndersonEricV
3,2022-01-07 15:27:48+00:00,"@nytimes A model for the current @GOP - guaranteeing the survival of US' personalized power system, which may indeed be a subsidiary to that of Russia's, at least in part.",en,nofreealliances
4,2022-01-07 14:11:20+00:00,@nytimes So Russia will have troops stay there; keep troops on Ukraine border. Russian economy can’t handle; domestic Russian rumbling of unrest. Recipe for exposure of myth of Putin omnipotence. Good time to meet w/ him.,en,SteveJohnsonSA
5,2022-01-07 13:50:54+00:00,"@nytimes Not only that, but it gives Putin more cover to divert from their own COVID crisis in Russia.",en,go2guyTN
6,2022-01-07 11:33:06+00:00,@nytimes Russia would have been fine if they would not have taken the course they’ve chose.  Russia needs to prepare for the second collapse when Putin dies.,en,cage_paul
7,2022-01-07 11:23:11+00:00,"@nytimes All countries next to powerful nations or ""cold war blocks"" are always more at risk of foreign interventions. Russia reacts to what is next to them. China does the same with Korea. the US would react if suddenly there were problems happening in Canada/Mexico from other countries.",en,GmorkServant
8,2022-01-07 09:59:26+00:00,@nytimes Russia backing him up but he will fall,en,MagundaKenneth
9,2022-01-07 09:40:43+00:00,"@nytimes Label the protesters as ""foreign terrorists"" &amp; order to shoot on sight 🙄 Who the fuck still considers this shit as a ""NATO/USA"" operation?\n\nOnly the sheeple don't see anything wrong about this. Bet they even support the idea of Russia rebuilding the ""USSR spehere of influence"".",en,Jarska96
10,2022-01-07 01:54:42+00:00,"@nytimes Donald J Trump. the man to end American Democracy. He is a living evidence of the charade going on, walking free despite Russia collusuon to steal an election, making money and kickbacks as president, looking for 11780 votes publicly, planned  coup.still free https://t.co/Dno0VPwEJq",en,letterZzzzzzz
11,2022-01-07 00:39:01+00:00,@nytimes That would have been the left and fbi with the Russia hoax . Didn’t work though,en,chuckmarshall22
0,2022-01-08 23:58:36+00:00,@nytimes If this happened on Trumps watch MSM would be all over him claiming he’s about to let Russia invade Ukraine. But grandpa Joe gets a pass. I hate the media,en,Sammyfifield
1,2022-01-08 23:33:28+00:00,@nytimes All these trump voters rooting for Russia makes me sick. We get you like authoritarians,en,RecoillessJ
2,2022-01-08 22:21:44+00:00,"@nytimes If putin puppy trump was still in charge, russia would have already taken Ukraine with thousands dead.",en,mccarthy_max
3,2022-01-08 20:10:52+00:00,"@nytimes Lol, you are still pushing the Russia will invade Ukraine narrative.",en,1MansOpinionz
4,2022-01-08 19:54:02+00:00,@nytimes u dont do the same if russia were in mexico?...lol,en,fabmora1
5,2022-01-08 18:58:47+00:00,@nytimes Does Ukraine request NATO's aid? Let's be ready.,en,ethscithre1
6,2022-01-08 18:45:37+00:00,@nytimes @534Fourthave Nato surrounds Russia for how long ?,en,freegolds
7,2022-01-08 18:42:43+00:00,@nytimes Ukraine... Soon to be a Russian province under Vlad's thumb.,en,jimhynes909
8,2022-01-08 18:38:26+00:00,"@nytimes washington swamp tried to burst Kazakhstan despite own multy billion investments not to harm Russia. of course it was against RF but there is important detail. living space for isis, from there it should invade and spread into Russia and China. it's military task.",en,jay_sixth
9,2022-01-08 18:33:22+00:00,"@nytimes I would like it to be true, but alas, Russia doesn't need to f*** it",en,dimon_trofim
10,2022-01-08 18:32:12+00:00,@nytimes Putin remembers that Biden was vice president when Russians invaded Ukraine and annexed Crimea. Why didn’t Obama and Biden use the “punishing sanctions?”,en,CTGR8
11,2022-01-08 18:24:13+00:00,"@nytimes The only death was an unarmed American. The burning of a police station, businesses being burned and  looted,  the injuring and deaths of police officers, the fake Russia hoax, this was the catalyst for 1/6. What party supported this?",en,TinaGre37522094
12,2022-01-08 18:22:20+00:00,@nytimes thanks to your obama that let russia force against us in 2014,en,PanDrukar
13,2022-01-08 18:21:59+00:00,@nytimes Russia will do nothing unless provoked,en,Affronter84
14,2022-01-08 18:18:06+00:00,@nytimes Live cams in Ukraine\nhttps://t.co/pOES6kxjTi https://t.co/8go6WK5Fic,en,wxyzwebcams
15,2022-01-08 18:15:56+00:00,"@nytimes Russia is an undemocratic country, and we should push for regime change.",en,miniclip8pool
16,2022-01-08 18:02:02+00:00,@nytimes Just expand NATO and provide Article V assistance to the people of the Ukraine.  That will forestall the need for sanctions and make it clear to Russia that getting tough has a real cost.,en,Dmm123M
17,2022-01-08 17:57:52+00:00,@nytimes If we want to shut Russia off from its huge superiority we push the solar energy develoent up to blastoff.,en,susan_pattee
18,2022-01-08 17:55:35+00:00,@nytimes Meantime Russia has invaded Kazakhstan,en,Srednee_Zveno
19,2022-01-08 01:49:10+00:00,@nytimes @Max_Fisher russia and turkey never let him down.,en,ediz00051983
20,2022-01-08 00:22:21+00:00,"@nytimes In Kazak., VP will face the practical limits of advancing his territorial sphere of influence goals via military intimidation. It will cause him to be restrained in Ukraine and expose his “empire” as a sham.",en,SteveJohnsonSA
0,2022-01-09 21:29:05+00:00,@nytimes Typical Russia,en,mstcd1
1,2022-01-09 20:29:22+00:00,"@nytimes US wants to put nukes in Ukraine, how would USA feel if Russia puts nukes in Mexico?",en,BobbyDuke1
2,2022-01-09 18:43:24+00:00,@nytimes Is the Biden Administration that completely inept? More worried about Ukraine's border than it's border with Mexico.And on these 2 points being totally outclassed by immigrants and Russia,en,kaycee_man
3,2022-01-09 18:04:26+00:00,@nytimes Forget China or Russia or any other countries. The single biggest threat to our country is the Republican Party.,en,realStanVG
4,2022-01-09 17:11:02+00:00,"@nytimes Russia is an outlaw, criminal state.",en,bmupstateny
5,2022-01-09 16:50:01+00:00,@nytimes Russia is Playing Game,en,AzmRayees
6,2022-01-09 16:40:25+00:00,"@nytimes uh   f====g  with  russia           does  35,000   degrees     ring a bell",en,monkeysfly51
7,2022-01-09 16:05:21+00:00,@nytimes I think the world fully knows Russia’s intentions…..,en,jamesfiorelli59
8,2022-01-09 15:55:11+00:00,"@nytimes russia, go to mexico, and do the same ;)",en,fabmora1
9,2022-01-09 15:32:55+00:00,"@nytimes I’m about tiered of Russia, they interfered in our election.time to stop putting up with Putin’s B.S..",en,LBookr
10,2022-01-09 15:22:59+00:00,"@nytimes Only Russia thinks the world should stand back while they invade another sovereign nation. Putin claims he will invade Urkraine to ""protect"" Russia. BS. He wants to  put the U.S.S.R back together again.",en,rnj114
11,2022-01-09 15:19:03+00:00,@nytimes All for mother Russia,en,Oldstarwarsguy
12,2022-01-09 15:18:15+00:00,"@nytimes Russia invaded Kazakhstan, it's a barbarian with a grenade",en,HAPODETS
13,2022-01-09 15:06:50+00:00,@nytimes Russia lacks understanding that they’re a 3rd world economy with nukes and nothing more,en,quattalbum
14,2022-01-09 15:01:23+00:00,"@nytimes Come on Wisconsin, elect someone who will help your state.....not Russia",en,jimmynewdc
15,2022-01-09 15:00:02+00:00,@nytimes someone better check his finances for laundered money from Russia -----  he is a traitor amongst us - on US Taxpayer tab !,en,RPenfore
16,2022-01-09 14:42:46+00:00,@nytimes Wow this comment thread is going to set a record for Russia bots! 😂😂😂,en,claybar57
17,2022-01-09 09:11:27+00:00,@nytimes Wow... That's shocking and have you noticed how they have deploying their army all over Russia...\nNow do a map with Nato and American bases in the area...\nI am sure because you are honest journalists you already prepared that map and you will release it any minute now...,en,Captain54672005
18,2022-01-09 07:52:42+00:00,"@nytimes If Trump was a puppet of Russia and Putin, you would think the escalation would occur during Trump’s presidency. Odd how it’s ramping up during Biden’s admin. Makes no sense!",en,PaulNguyenAMC
19,2022-01-09 07:11:16+00:00,"@nytimes If Russia tries to invade Ukraine, they must be defeated rapidly.\nPutin is acting like a dog out of control.",en,NildoEFDavid0
20,2022-01-09 03:22:43+00:00,"@nytimes Whether the USA and NATO are doing what they are being accused of let’s try to remember that Ukraine is a sovereign state with the right of self determination. The Russians are threatening their security, sovereignty and freedom. There is no meaningful comparison between the 2",en,oltreconfeenee
21,2022-01-09 02:36:15+00:00,"@nytimes If Putin plays dirty, NATO has to play dirty, too. Russians need to be given an honest opportunity to make democracy work. We have to amplify the voices of Putin's opponents in Russia and destabilise his autocratic regime.",en,harrycurtis94
0,2022-01-10 23:42:05+00:00,@nytimes How long will it take for Russia to take Ukraine?,en,Sunny_pundit
1,2022-01-10 23:37:52+00:00,@nytimes Oh.. it must be true. Russia never lies,en,AdamSam82616230
2,2022-01-10 23:10:14+00:00,@nytimes Well done to Russia for the clarification!,en,JAkinniranye
3,2022-01-10 23:01:46+00:00,@nytimes As soon as he starts talking about invading Ukraine he starts looking around more and his hands get fidgety. I'm not a body language expert but there's something there.,en,ForOursAndYours
4,2022-01-10 22:51:00+00:00,@nytimes And they can't. Ukraine does not want any Russian interference. Putin is just having a hissy fit about NATO in his backyard. #History #Ukraine #Russia https://t.co/pupFhsAqLs,en,ajaykaul10
5,2022-01-10 22:49:59+00:00,@nytimes YES—-\n\nWe know the your game russia \n\nNot the first time you’ve tried this ——-,en,RachelW62855400
6,2022-01-10 22:46:48+00:00,@nytimes That’s exactly what a Russian that was about to attack Ukraine would say.,en,justin_horn
7,2022-01-10 21:42:13+00:00,@nytimes This is the result of Western attitude to isolate Russia,en,tayokun
8,2022-01-10 21:19:52+00:00,"@nytimes @ewong Who benefits from a nonfunctioning U.S. government? Republican donors, #China and #Russia....",en,Shimha18
9,2022-01-10 20:27:06+00:00,@nytimes Russia is on the move- not just the Ukrainian.,en,medsupp1tx
10,2022-01-10 17:43:06+00:00,"@nytimes They will invade at some point. He wants to position Russia stronger, and a easier way into Europe from Ukraine",en,Brianch85
11,2022-01-10 16:34:22+00:00,@nytimes Let me go to Russia and discuss my future plans. \nThanks 🙏,en,Thefed_usa
12,2022-01-10 15:27:47+00:00,"@nytimes Grand Duke Vladimir the Enlightener of Russia baptized Russia in Kiev 1000 years ago. Fore, Ukrainians and Russians are one people. In fact, the United States is making another intervention on the historical land of Russia.\nWonder, will the Russians agree with this this time? https://t.co/QwRm8QkYjg",en,capt_VG
13,2022-01-10 14:44:34+00:00,"@nytimes Russia has been actively engaged in trying to undermine the US, EU and the western alliance for at least a decade - and Brexit and Jan 6 show they’re succeeding.\n\nThey’ve clearly read their Sun Tzu - the west not so much apparently.",en,craig_walmsley
14,2022-01-10 14:43:00+00:00,"@nytimes When the West thought it was the winner of the Cold War and the owner NATO was rampant around the world, I didn’t expect Russia to have an organization similar to the Warsaw Pact",en,dong37660691
